1,8974,198144,0.454779724199
10,109516,263680,0.69876303981
11,121654,271360,0.770423801528
12,133436,280064,0.774477894417
13,146006,292352,0.85963478268
14,156596,299008,0.844487460024
15,168360,308224,0.888990931148
16,179661,315392,0.924386959574
17,192688,325632,0.950351628411
18,202755,331264,0.976459165534
19,215014,339968,1.04362080786
2,20456,205824,0.487866869748
20,227140,348672,1.05391512474
21,237172,355328,1.05159967321
3,32192,212992,0.527643371199
4,44358,221696,0.563523016984
5,54509,227840,0.584762768853
6,65482,235520,0.626903165682
7,77279,243712,0.628670955452
8,86861,249344,0.667859562117
9,99355,256512,0.719051978603
